Device Id	Device Name	Probe Sensor in Fahrenheit	Probe Sensor Alert	Device Sensor in Fahrenheit	Device Sensor Alert	Device Sensor Humidity	Device Sensor Humidity Alert	Timestamp Record
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	43%	No	15/01/2015 09:54:04
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 09:35:36
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	38%	No	15/01/2015 09:29:25
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.9	No	83%	No	15/01/2015 09:25:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	43%	No	15/01/2015 09:24:02
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 09:05:34
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	38%	No	15/01/2015 08:59:18
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33	No	85%	No	15/01/2015 08:55:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	43%	No	15/01/2015 08:54:00
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 08:35:32
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.5	No	85%	No	15/01/2015 08:25:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	15/01/2015 08:23:58
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 08:05:30
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.2	No	85%	No	15/01/2015 07:55:12
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	15/01/2015 07:53:51
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	15/01/2015 07:23:49
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.2	No	86%	No	15/01/2015 07:23:05
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	37%	No	15/01/2015 07:05:28
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	37%	No	15/01/2015 06:59:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	15/01/2015 06:53:47
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.5	No	86%	No	15/01/2015 06:51:07
000104203903E300	1 Downstairs Thermostat	n/a	No	71.3	No	37%	No	15/01/2015 06:35:26
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	36%	No	15/01/2015 06:29:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	15/01/2015 06:23:45
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.1	No	86%	No	15/01/2015 06:21:05
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	38%	No	15/01/2015 06:05:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	43%	No	15/01/2015 05:53:43
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.1	No	86%	No	15/01/2015 05:51:05
000104203903E300	1 Downstairs Thermostat	n/a	No	68.4	No	38%	No	15/01/2015 05:35:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	43%	No	15/01/2015 05:23:09
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.5	No	86%	No	15/01/2015 05:20:29
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	38%	No	15/01/2015 05:05:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	43%	No	15/01/2015 04:52:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.6	No	85%	No	15/01/2015 04:50:27
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	15/01/2015 04:35:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	43%	No	15/01/2015 04:22:22
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.9	No	86%	No	15/01/2015 04:20:26
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	15/01/2015 04:05:16
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	42%	No	15/01/2015 03:52:20
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33	No	86%	No	15/01/2015 03:50:26
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	38%	No	15/01/2015 03:35:14
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.1	No	85%	No	15/01/2015 03:20:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	15/01/2015 03:17:57
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	15/01/2015 03:05:11
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	86%	No	15/01/2015 02:50:25
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	15/01/2015 02:47:46
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	15/01/2015 02:35:09
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	85%	No	15/01/2015 02:20:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	43%	No	15/01/2015 02:17:44
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 02:05:07
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.9	No	85%	No	15/01/2015 01:50:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	43%	No	15/01/2015 01:47:42
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	39%	No	15/01/2015 01:35:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	86%	No	15/01/2015 01:20:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	15/01/2015 01:17:43
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	15/01/2015 01:05:03
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.3	No	39%	No	15/01/2015 00:59:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.9	No	85%	No	15/01/2015 00:50:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	15/01/2015 00:47:40
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	38%	No	15/01/2015 00:35:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34	No	85%	No	15/01/2015 00:20:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	15/01/2015 00:17:40
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	38%	No	15/01/2015 00:04:59
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	38%	No	14/01/2015 23:59:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.9	No	85%	No	14/01/2015 23:50:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 23:47:38
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	38%	No	14/01/2015 23:34:58
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	38%	No	14/01/2015 23:29:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.8	No	85%	No	14/01/2015 23:20:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 23:17:36
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	39%	No	14/01/2015 23:04:55
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	86%	No	14/01/2015 22:50:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 22:47:35
000104203903E300	1 Downstairs Thermostat	n/a	No	68.2	No	39%	No	14/01/2015 22:34:54
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	38%	No	14/01/2015 22:28:16
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33	No	85%	No	14/01/2015 22:20:19
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 22:17:34
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	14/01/2015 22:04:53
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	39%	No	14/01/2015 21:58:16
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	85%	No	14/01/2015 21:50:19
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 21:47:35
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	37%	No	14/01/2015 21:34:53
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	37%	No	14/01/2015 21:28:15
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	85%	No	14/01/2015 21:20:20
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	42%	No	14/01/2015 21:17:30
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	37%	No	14/01/2015 21:04:53
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	85%	No	14/01/2015 20:50:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 20:47:30
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	37%	No	14/01/2015 20:34:49
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.1	No	84%	No	14/01/2015 20:20:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 20:17:28
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	37%	No	14/01/2015 20:04:47
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	85%	No	14/01/2015 19:50:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	42%	No	14/01/2015 19:46:40
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	37%	No	14/01/2015 19:34:45
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.3	No	85%	No	14/01/2015 19:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 19:16:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	37%	No	14/01/2015 19:04:45
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.1	No	84%	No	14/01/2015 18:50:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 18:46:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	37%	No	14/01/2015 18:34:43
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.3	No	83%	No	14/01/2015 18:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 18:16:35
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	36%	No	14/01/2015 18:04:41
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	83%	No	14/01/2015 17:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 17:46:34
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	14/01/2015 17:34:41
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	83%	No	14/01/2015 17:20:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 17:16:32
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	35%	No	14/01/2015 17:04:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.9	No	82%	No	14/01/2015 16:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 16:46:29
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	35%	No	14/01/2015 16:34:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.2	No	82%	No	14/01/2015 16:20:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 16:16:27
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	14/01/2015 16:04:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.7	No	81%	No	14/01/2015 15:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	42%	No	14/01/2015 15:46:25
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	36%	No	14/01/2015 15:34:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.8	No	80%	No	14/01/2015 15:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	14/01/2015 15:16:24
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	36%	No	14/01/2015 15:04:31
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	35%	No	14/01/2015 14:55:54
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.8	No	80%	No	14/01/2015 14:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	14/01/2015 14:46:21
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	36%	No	14/01/2015 14:34:29
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.7	No	79%	No	14/01/2015 14:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 14:16:19
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	37%	No	14/01/2015 14:04:26
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	36%	No	14/01/2015 13:55:54
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.7	No	79%	No	14/01/2015 13:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	14/01/2015 13:46:17
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.4	No	80%	No	14/01/2015 13:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 13:16:15
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	36%	No	14/01/2015 13:04:26
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	80%	No	14/01/2015 12:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 12:46:13
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	14/01/2015 12:34:23
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.3	No	36%	No	14/01/2015 12:25:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	80%	No	14/01/2015 12:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 12:16:12
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	14/01/2015 12:04:21
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	36%	No	14/01/2015 11:55:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.4	No	80%	No	14/01/2015 11:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.8	No	41%	No	14/01/2015 11:46:09
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	36%	No	14/01/2015 11:34:21
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	36%	No	14/01/2015 11:25:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.5	No	80%	No	14/01/2015 11:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	14/01/2015 11:16:09
000104203903E300	1 Downstairs Thermostat	n/a	No	71.6	No	35%	No	14/01/2015 11:04:18
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	35%	No	14/01/2015 10:55:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32	No	81%	No	14/01/2015 10:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	14/01/2015 10:46:07
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	36%	No	14/01/2015 10:34:18
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	35%	No	14/01/2015 10:25:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	31.2	No	82%	No	14/01/2015 10:20:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 10:16:05
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	14/01/2015 10:04:16
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	37%	No	14/01/2015 09:55:53
00011ED95A401B5B	5 Outside Back West Door	n/a	No	30.3	No	82%	No	14/01/2015 09:50:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 09:46:03
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	36%	No	14/01/2015 09:34:14
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.4	No	83%	No	14/01/2015 09:20:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 09:16:01
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	36%	No	14/01/2015 09:04:12
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	41%	No	14/01/2015 08:46:01
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	36%	No	14/01/2015 08:34:11
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.5	No	83%	No	14/01/2015 08:19:53
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	14/01/2015 08:15:59
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	35%	No	14/01/2015 08:04:08
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.4	No	83%	No	14/01/2015 07:49:51
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	14/01/2015 07:45:57
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	35%	No	14/01/2015 07:33:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28	No	83%	No	14/01/2015 07:19:52
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 07:15:57
000104203903E300	1 Downstairs Thermostat	n/a	No	71.3	No	35%	No	14/01/2015 07:03:38
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	35%	No	14/01/2015 06:55:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.1	No	83%	No	14/01/2015 06:49:44
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 06:45:55
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	36%	No	14/01/2015 06:33:37
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	35%	No	14/01/2015 06:25:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28	No	84%	No	14/01/2015 06:19:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 06:15:53
000104203903E300	1 Downstairs Thermostat	n/a	No	69.5	No	37%	No	14/01/2015 06:03:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.4	No	83%	No	14/01/2015 05:49:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	14/01/2015 05:45:53
000104203903E300	1 Downstairs Thermostat	n/a	No	68.2	No	37%	No	14/01/2015 05:33:35
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	36%	No	14/01/2015 05:21:07
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.4	No	83%	No	14/01/2015 05:19:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 05:15:51
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	37%	No	14/01/2015 05:03:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.4	No	83%	No	14/01/2015 04:49:17
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	35%	No	14/01/2015 04:46:27
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 04:45:48
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	37%	No	14/01/2015 04:33:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.9	No	83%	No	14/01/2015 04:19:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 04:15:46
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	37%	No	14/01/2015 04:11:45
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	14/01/2015 04:03:29
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29	No	84%	No	14/01/2015 03:49:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	42%	No	14/01/2015 03:45:44
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	36%	No	14/01/2015 03:37:04
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	14/01/2015 03:33:28
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.4	No	83%	No	14/01/2015 03:19:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	14/01/2015 03:15:43
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	37%	No	14/01/2015 03:03:25
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72	No	36%	No	14/01/2015 03:02:18
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.3	No	83%	No	14/01/2015 02:49:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 02:45:41
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	36%	No	14/01/2015 02:33:25
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.2	No	36%	No	14/01/2015 02:27:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.4	No	83%	No	14/01/2015 02:19:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 02:15:41
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	37%	No	14/01/2015 02:03:25
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	36%	No	14/01/2015 01:52:54
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.8	No	82%	No	14/01/2015 01:49:11
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 01:45:38
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	38%	No	14/01/2015 01:33:23
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.9	No	81%	No	14/01/2015 01:19:11
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	37%	No	14/01/2015 01:18:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	43%	No	14/01/2015 01:15:36
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	38%	No	14/01/2015 01:03:21
00011ED95A401B5B	5 Outside Back West Door	n/a	No	30.3	No	80%	No	14/01/2015 00:49:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 00:45:34
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	38%	No	14/01/2015 00:43:32
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	38%	No	14/01/2015 00:33:19
00011ED95A401B5B	5 Outside Back West Door	n/a	No	31.2	No	77%	No	14/01/2015 00:19:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	14/01/2015 00:15:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	39%	No	14/01/2015 00:13:30
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	14/01/2015 00:03:17
00011ED95A401B5B	5 Outside Back West Door	n/a	No	31.7	No	77%	No	13/01/2015 23:48:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 23:45:31
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	38%	No	13/01/2015 23:33:15
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.2	No	76%	No	13/01/2015 23:17:49
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 23:15:28
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	38%	No	13/01/2015 23:13:31
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	13/01/2015 23:03:13
00011ED95A401B5B	5 Outside Back West Door	n/a	No	32.6	No	74%	No	13/01/2015 22:47:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 22:45:27
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.2	No	38%	No	13/01/2015 22:43:31
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	38%	No	13/01/2015 22:33:11
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.5	No	73%	No	13/01/2015 22:17:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 22:15:27
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	38%	No	13/01/2015 22:13:36
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	13/01/2015 22:03:13
00011ED95A401B5B	5 Outside Back West Door	n/a	No	33.8	No	73%	No	13/01/2015 21:47:40
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 21:45:26
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	38%	No	13/01/2015 21:33:11
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.2	No	72%	No	13/01/2015 21:17:35
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	43%	No	13/01/2015 21:15:21
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	38%	No	13/01/2015 21:13:32
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	13/01/2015 21:03:10
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.7	No	71%	No	13/01/2015 20:47:15
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	43%	No	13/01/2015 20:45:17
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	37%	No	13/01/2015 20:43:30
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	38%	No	13/01/2015 20:33:07
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.8	No	72%	No	13/01/2015 20:17:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	13/01/2015 20:15:19
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	38%	No	13/01/2015 20:08:47
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	39%	No	13/01/2015 20:03:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	35.3	No	74%	No	13/01/2015 19:47:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	13/01/2015 19:45:14
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	37%	No	13/01/2015 19:38:45
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	39%	No	13/01/2015 19:33:04
00011ED95A401B5B	5 Outside Back West Door	n/a	No	35.3	No	75%	No	13/01/2015 19:17:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	13/01/2015 19:15:11
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	37%	No	13/01/2015 19:08:44
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	13/01/2015 19:03:00
00011ED95A401B5B	5 Outside Back West Door	n/a	No	35.7	No	75%	No	13/01/2015 18:47:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	13/01/2015 18:45:10
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	13/01/2015 18:32:56
00011ED95A401B5B	5 Outside Back West Door	n/a	No	36.1	No	75%	No	13/01/2015 18:17:10
